product,date,title,rating,body
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on November 12, 2019","Great sound, less comfortable than Bose, great noise cancelling",4.0,I returned my Bose wired headphones because of the annoying mic rubbing against clothes sound and got these instead to help reduce auditory overstimulation while walking in the city and studying at usually noisy libraries. The sound quality was so much nicer that I actually held back tears thinking that my playlists was so freaking beautiful sounding. The noise canceling was not noticeable much at home but at the library it was dead silent ... so much so that I felt anxious that someone might be behind me. I’ll get used to it. There’s still the sound of the mic rubbing clothes...this time my winter hat. The inserts don’t fit perfectly despite being provided with seven options. They also felt somewhat painful to wear at about 2/10 where 0 is no pain and 10 is having your ears chopped off.
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on January 9, 2020","Constant disconnects even after update, stutters and horrible overall experience",2.0,"these headphones are Absolutely horrible. I tried to embrace it for its quality but what’s the point of having these headphones if it’s going to stutter and refuses to establish stable connection. These headphones have received two updates and using it with the iPhone 11 Pro is a pain. I bought the bigger version of these headphones and enjoy it 100%. I thought this would be a similar experience and threw away the box. Now I deeply regret buying these headphones. Stay away if you want to avoid disappointment. If you own an iPhone, you’re better off with the AirPods pro!"
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on November 21, 2020",Powerful.  BASS galore. Customization,5.0,"Wow.... That's all I have to say about these.  I also own the Bose QC35 II over-ear headphones..... And when these guys are inserted, they're JUST AS GOOD!!! There's lots of inset sizes to choose from.  They're light, and they feel firmly in place.  My mother owns the Bose ear buds..... And those feel like they're gonna fall out.  These ones do not move even during an intense workout.  The case could be smaller, if you're comparing them to air pods..... But the App has so much customization to it.  The touch controls on the ear buds are cool.  They also pause the music (have the option to turn this off as well) when you take one ear bud out.These guys are just awesome!!!"
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on September 2, 2020",The Best ANC Earbuds money can buy,5.0,"I have always had low expectations for wireless earbuds since they became popular. Coming from the free Galaxy buds I got I thought they sounded like any old pair of earphones. However, I am thoroughly impressed by these Sony earbuds. I am used to Bose 700 full headsets and other good sounding audio devices but these little sony earbuds easily reach the upper echelons of quality.The sound quality is excellent and pretty full for earbuds (the reviews also state it being a bit better than airpod pros)The noise cancellation is OK but it seems to be one of the best among wireless earbudsThe battery life seems short on paper (rated 6 hrs with anc on) but in practice I never ran into any problems with ancThe build quality and packaging is premiumThe gold white color is beautifulYeah I recommend these buds for sure"
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on January 8, 2021",Amazing sound quality 🎶🎧🎵,5.0,"Your browser does not support HTML5 video.


   These Sony Earbuds are comfortable to wear and they work amazingly well.  The sound quality is impressive and well worth the price.  They have good noise canceling and you can even charge them while they are in the case without the case having to be plugged into an outlet (the case must be previously charged).  I do wish that the pods themselves were smaller though as I have tiny ears, but by switching ear pads, I was able to get a comfortable fit.Overall, couldn't be happier with this purchase.  Would recommend  ✔️If my review was helpful let me know by clicking on the ''Helpful'' button :) 👍🏻"
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on September 21, 2020",Sound quality; use the Sony App for more options.,5.0,"Very pleased with these premium earbuds. The sound quality is impressive, and by that I mean, a reasonable balance of the frequencies. No *over* emphasis of bass, for example. Bass heads will find a better match elsewhere. The noise cancelling is top-of-the-line for in-ears. So many reviews of in-ears emphasize the noise cancellation and treat the sound quality as secondary. I did my research to find a pair of ""truly-wireless in-ears"", and these Sony's were it. *Highly Recommended*. Especially great value if you use Amazon Warehouse options. The Sony headphones app has many options, including dialing in the amount of noise cancellation, EQ, etc. I found the app works well for iOS/Apple."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on December 29, 2020",Disappointing sound,2.0,"I bought these for my wife because of the acclaimed noise canceling.  I purchased the sennheiser momentum 2 for myself a few months ago and have been satisfied with it.  My priorities were for sweat resistance and sound quality but my wife’s top priority was noise canceling.Packaging and features looked really promising and I was a little jealous until I listened to them.  The sound quality was not even close to the Sennheiser.  I tried different ear pieces but that only helped marginally. You have to make sure you twist it in properly to get optimal bass response.  However, despite multiple adjustments I could not listen to it after being accustomed to the Sennseiser.My wife might be ok with them, but if it were for me they’d be going back."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on January 6, 2020",Good... NOT$300+ Good.,3.0,I had several pairs of wireless earbuds prior to buying these and honestly the reviews on the Sony buds were so good I had to try them. But honestly besides the battery life and pretty decent noise cancellation I was underwhelmed. They were BIG. I didn’t mind that but the lack of a rear stabilizer fin they constantly broke seal and has to be reseated. They weren’t dust or waterproof and I do work inside but in the trades and it was a serious concern.  But the biggest drawback was honestly they weren’t very loud. I mean seriously underpowered. My Soundcore’s are about the same size same battery life and stayed in my ears much better and kick the Sony bud’s  a$$ For sound quality range and dare I say soundstage as well. Plus the bonus of being much louder and 1/2 the price. IMHO.
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on January 2, 2020",Great Sound but far from perfect,3.0,"The good news is.... these wireless in ear noise cancelling earpods do provide excellent sound. They're certainly better than the original Apple Airpods.  If you, like me, still have cd's and import your discs into Itunes at a higher bit rate, say lossless or Aiff, you will be listening to your tunes at near high res quality.  The wf-1000xm3 come with not one but two apps.  I'm still uncertain what the second one does, but the main app gives you full control over your earbuds, and allows you to increase or decrease the amount of noise cancelling on the fly. (Noise cancelling on these units is acceptable but no where near as good as my Bose quiet comfort over ear headphones) The app also allows you to turn the earpods off, and provides ambient sound mode, that will literally change how much you can hear around you as you move from a seated to walking position, or from walking on the street to boarding public transportation.  (I found this feature annoying and disabled it)  User control can also be achieved by pressing the wide, flat surface of the outside of each earbud.  Left controls noise cancelling and ambient sound, whilst the right controls music, e.g 1 touch to pause, 2 touches for next song, 3 for previous song.  I've not taken any calls on the sony's, so I am unable to speak to that particular function.  One of the best features of the app, is the addition of an equalizer.  It comes with several presets (I use ""excited"") and you can even create 2 custom settings.  There is also a setting which allows the user to maintain best audio quality possible and another setting for listening to high res audio.  Bottom line, Sony made sure sound quality was the priority in their design scheme.Now for the not so good news... The earpods are heavy, quality often is, so I expected this. Sony chose to include 7 pairs of tips, including 2 small, 3 medium and 2 large.  I found that even the large weren't really giving me a snug enough fit.  In fact, one day whilst running, the left earbud fell out, onto the road, in the middle of an intersection. I can't even imagine trying to work out with these.  A better design is in order as I'm certain many people will struggle with this.Battery life and charging with these units is finicky, as is getting an accurate reading. (Apple Airpods were much better in this department)  You remove the earbuds from their charging case and if you get them in your ear fast enough, an automated voice will tell you the current charge level.  You can also get this information on your main app.  However, the units must be on and in your ear before the app will connect.  As for the charging case battery level,  you have to be connected to wifi for some odd reason, the units must be placed in the charging case for a few seconds, then removed to see the charge level.  I found this all a bit cumbersome.  I use my Sony's with active noise cancelling at full (it makes all music sound immeasurably better than without), priority on sound quality and high res DSEE HX activated.  As a result of these settings, I can achieve 4 hours of listening at 70 percent volume for approximately 4 hours.  It takes 3.5 hours to fully charge both the case and earbuds together.  The case, when fully charged will allow you to charge your earbuds up to 3 times.  It takes roughly 1.5 hours to charge your earbuds to full whilst on the go.  I had an odd occurrence where one day, I forgot my charging case.  I have a two hour commute to and from work.  The earbuds performed perfectly on route to work, and since the app allows you to set each unit to turn off after 5 seconds if not in use, I simply put them in my knapsack until I was ready to go home.  On my return journey, the app indicated I had a 70 percent charge on both the right and left earbuds, then suddenly 10 minutes before I got home, the right unit charge indicator dropped to zero and then shut off, whilst the left still indicated 70 percent charge remaining.  I'm not a fan of unexplained events with my tech, but I guess its possible that something had come in contact with the control button in my knapsack.  The charging case is a bit big to put in your pocket and if you wear skinny jeans, forget it.  That said, if you travel with a bag, purse or knapsack, you should have no problem.Overall, the sound of the Sony's is very good, clearly their best feature.  But all told, the price is a bit steep for what you get and a simplified user interface is definitely in order."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on April 20, 2021","Good but, not great",3.0,"My primary need for headphones was working in an office. I wanted to use them with my PC to attend meetings, listen to music, answer calls and attend webinars. They have been hard to het to work with my PC. Windows has not been kind to them. They will not work easily with our soft-phone software and Microsoft teams. Switching between the two programs is always an issue. You will find lots of troubleshooting online but there is no great solution. This is not the fault of the headphone, but if you are buying them for that purpose you should know.They sound good, but they don't sound much better than the 60$ wireless headphones available. The noise canceling works but not nearly as well as over the ear headphones. The ambient noise mode makes them sound bad. They don't block enough outside noise to warrant ambient passthrough mode anyway. I was supprised how ""loud"" a tap on these is. When you tap on them to change song, it can be uncomfotable on your ear drum. The Remove to pause feature is nice but doesn't always work as expected. I think it depends on if the software you are listening to is maximized.Battery life is acceptable, but not much better than other products in the class. They do charge quickly with the case. I like that the case is usb-c I don't like that it isn't wireless charge capeable.They come with lots of ear tips types and sizes. You will likely find one that lets them feel comfortable. That said they take some getting used to, my ears were sore after wearing them for long peroids. You need to find a balance between snug and too tight. If you go for a tight fit, that endds up hurting your ears if you wear them a long time, like a work day.After writing this I was verry hard on these, I am suppriesed I came up with as many conmplaints as I did. They are nice but they aren't great. They can suit your needs but you could probably find cheaper that do that too."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on May 8, 2021",Still one of the best tws in May 2021,5.0,"Absolutely amazing sounding tws. As a owner of multiple tws, iem, ote headphones, and bluetooth headphones with anc, this tws earbuds are still recommended even in 2021. Price came down quite a bit which justify the purchase. ANC is very good for tws, bluetooth connection is great, comfort is great, and sound is one of the best. Fit can be depending on how you wear this but not recommended for hard workouts. Walking, stair climbing, and regular chores are not even a problem. Make sure you get the right size eartip to get the best sounds as well as best fit which will give you secure fit. No waterproof rating but I wear it for my light workout which exposed this tws for light sweat without a problem. However, since Sony didn't give ip rating, I would not risk it unless you as a consumer are willing to risk it. I usually wear my powerbeats 3 or jaybird for workout and wear this or momentum 2 for listening to music. ANC is very good but don't expect ote headphone quality. Not even the newest bose qc tws can compete against ote anc headphones. However anc is decent enough to drown out low frequency noises. Battery life is great. Wish it had a wireless charging case but it is closer to 2 year old product since its introduction, don't expect too much on the latest tech.Pros: awesome sound with very detail notes & tight bass. Mic is great in quiet place but mediocre around loud & noise environment. Battery is excellent. Even though it's dimension is bigger on paper, it wears smaller than you think. Means it is very comfortable. App is probably the best in the industry even today. Anc is excellent. Case is bigger but holds lots of charges. And it looks elegant. Probably the best option for Android phone users or high resolution audio listeners.Cons: size does matter thus if you have small ears, I would avoid it. Case is also bigger than others. Not bass heavy tws. Sound stage is not as broad as ote headphones or other premium tws like momentum 2. Mic can be better in noisy environment. To some, App has toooooo many customizable options. Not the best for iPhone users.I compare wf-1000xm3 to bose qc tws, sennheiser momentum 2, and Beo e8 3rd Gen. I would most definitely put sony wf-1000xm3 at 2nd place just behind momentum 2 for sound. Also 2nd best at ANC. And 1st place for customization on both the functions, custom sounds, and android uses.Highly recommended even for May 2021's market if you can get it for around $175 CDN. before tax."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on March 3, 2021",Was very unimpressed - and these are supposed to be some of the best,3.0,"First off, I read and watched every review of these I could find and saw almost unanimous positivity on these with little exceptions.I tried them for a few days and have a few points of criticism for anyone looking to buy them. Look out for these things.1. Battery life was sometimes way less than the advertised 6hrs. Even with noise cancelling off, I had them die on me really fast at times. I'd leave them charging overnight, then in about 3 hours one earbud is at 20% asking me to charge it and the other is at 50%. Why the difference in charge when both are running the whole time? Who knows.2. Very uncomfortable for my ears. I don't have small ears, but my ear canals and the flap at the front of my ear were in constant pain with these. I had to use the smallest insert and because my ears aren't that small, it came at the cost of noise isolation.3. These have great noise cancelling when they are plugged into your phone, but not your laptop. I couldn't find software to operate them and it seems like, in order for the noise cancelling to work on these, it's totally software dependant. If they're not connected to your phone, don't expect noise cancelling. Something like the Bose QC lineup, you get noise cancelling no matter the device because it's built in to the product.4. The noise cancelling tries to determine different levels of noise cancelling so it's constantly messing with your audio if you are walking around your house or something. It's kind of annoying but I understand what they are trying to do. It's just cutting edge tech and not perfect by any means.5. There were times when one earbud would just cut out entirely and I had to turn them off and back on again to get sound in both ears. When you take one out the music is supposed to pause for you, but that's not what I'm talking about here. I'm talking about randomly when you aren't moving, one single earbud will stop playing any sound while the other keeps going. In the few days of my testing this happened more than once.6. They lack depth and base. I'm not a base head by any means, but the music just sounds flat in these. I tried tinkering with the EQ in the app too. I used all settings and every setting just sounded so lacking in the ability to pull you into the song. These are supposed to have way better than average sound too. I was completely and thoroughly unimpressed. Also, I'm not an audiophile. I just have semi-decent headphones that I'm used to like the Sennheiser 598cs for mobile devices.Overall, they might be best-in-class as some say, but I think that must mean that the competition is even worse. I'll stick to wired over-ears until they figure these issues out. I'm not gonna lie, I put on some over-ears that I've had for years (Sennheiser 598cs) and plugged them into my laptop to compare sound and they blew these Sony's out of the water. The Sony's sounded terrible by comparison. Granted, these 598cs don't have noise cancelling, but the sound isolation from the closed-back cups and the overall power of their output is going to block out anything in your environment.In reality, the only advantage these Sony's have is that they're wireless and small. So they will be good for travel but still come with all those issues I listed above. Is that worth the price? I think definitely not. I think not even close."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on April 19, 2021",Honest opinion after trying them out for a few weeks.,4.0,"I have tried a few of the top of the line noise cancelling earbuds so this is my 2 cents on this pair. Pretty solid pair of earbuds and I love the look of them, but I have one small problem that may be big to a lot of others. I have average sized ears and they aren't the best when it comes to a solid snug fit. When I'm going for a light jog they seem to always over time want to fall out. I have tried literally every size of the covers they give you (which is quite a lot) and found no matter what that over time say 10-15 minutes into my run they want to fall out and I end up having to adjust them constantly. Sound quality and noise cancellation is great and I'm comparing to other top brands versions. Do I regret the purchase? not at all. They work amazingly in every way and for the price I have no complaints too. My only warning is that if you are going to be going for a run or working out or something along those lines then they may not be the best choice for you is all."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on June 21, 2020",Amazing sound quality.,5.0,"I bought these not really knowing a lot about them TBH.  I had Amazon GC's and I wanted a newer, truly wireless set of earbuds that I could use at work while I was plugging away on customer requests in the Data Center to block out the ambient noise.The sound quality is pretty good, but I am not audiophile so while they sound good to me I can't really say how good.  They sound better then my $50 wireless Anker earbuds that's for sure.It was a little disappointing after going through the setup and hearing the 3D sound that I need another subscription to another music streaming service.....I won't be doing that, even though it sounds pretty amazing.The NFC pairing is pretty nice and painless, just make sure to take the actual buds out first so your not left wondering what the heck your doing wrong when they fail to pair over and over ;)I have had some sync issues between the two earbuds, but it seems pretty sporadic and is probably being caused my interference.  I did have to default to the better connection strength option vs the better sound option in the settings.  With the better sound checked I would get some pretty annoying disconnects between the two earbuds.The noise cancelling is pretty good, but I did expect slightly better based on the reviews I watched waiting for them to arrive.  It isn't bad by any means, but it does not block 100% everything out by any means either.  The mic quality isn't bad, especially considering that there is no mic right in front if your mouth.Overall I really like the earbuds, they sound good to me and I will get quite a bit of use out of them I think, but ultimately I would wait for a sale if I were to buy them again.  I bought them at $300 CAD and they have dropped to $250 before, so maybe wait for that if you can."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on March 23, 2021",What a huge disappointment,2.0,"Bought these after my Seinnheiser earbuds quit working, hoping that these Sony's will match the sound quality. Nope, not even close. Everything else is great about them, build quality, app, battery life, noise cancellation. The sound quality is very flat, even after spending hours tinkering with the equalizer, trying to get the sound just right.I really had high expectations for these, especially after all of the positive reviews throughout the internet, but was sadly disappointed in the sound, which is the most important aspect. These will be going back and will be sticking to my old Jabra Elite 75t, which have amazing sound compared to these."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on August 14, 2020","One of the best, if not The BEST AVC truly wireless Earbuds",4.0,"I select Sony WF-1000XM3/B over iPhone Airpod pros for couple of reasons and I am glad I picked Sony headphones.1. I do not like the design/looks of Airpods Pro and,2. They are more expensive than Sony headphones.I am a serious music listener and was looking for wireless buds with excellent sound quality and battery life. I've checked and test numerous earbuds and some of them had good sound quality but poor design and fit and those who fit well lack good sound quality. Sony 1000XM3 fits well (surprisingly, know the shape of ear not all earbuds fits well), sounds great, excellent ANC function and decent touch controls (still learning) with Sony App.  So far battery life is good, I haven't tried it for a longer period of time. I wore them for almost 2 hours and I find them comfortable. Having said that, there are few things I would like Sony to iron out in their next model.1. The storage/charging case is big.2. Charging case is not wireless. I have 3 wireless pads at home and was struggle to find a plug with USB C cable for charging.3. The touch controls need refinement. Take a cue from AirPods Pro.4. Perhaps a longer battery life in future models.Overall I will give these earbuds 4.5 out of 5. I am deducting .5 points because of above mentioned reasons. I have an iPhone/iPad/MacBook etc and thoroughly enjoying Apple ecosystem but couldn't find the stomach to buy their AirPods or AirPod Pro headphones mainly because of their designs. I think they are awfully ugly. Anyone who is looking for excellent sound quality, decent battery life and comfort, I would highly recommend Sony."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on March 23, 2020",Solid,5.0,"I bought these earbuds after extensive research and considering 3 options: these Sony’s, AirPod pro & amazon echo buds. All three have ANC, which is rare to find in earbuds. All 3 have pros & cons. The AirPods are an excellent product, but the price point is just hard to justify for me. Plus the Sony’s have better sound & better noise cancelling. The echo buds offer the best value even if their ANC is really noise reduction, but it would require me crossing the border to get them as Amazon doesn’t offer these in Canada. Plus, they’re a bit bulky and by all accounts uncomfortable after extended use. Fit with earbuds is a very personal thing but I’ve found the Sony’s “twist to lock” fit to be both comfy, secure & excellent at maintaining a good seal (which help block outside noise). Sure they are not with an IP rating which AirPods Pro have, but the sound quality is better here. In fact, every time I put them on, I’m amazed at the effectiveness of the ANC and the richness of sound. As other reviewers have noted, the ambient mode may not be useful to some, but I’ve found it helpful when I need to be more aware of my surroundings. I was able to get these on sale for $249 with Amazon breaking it into five payments. At that price point I think they’re a good buy vs AirPod pro at $329. Siri integration & IP rating isn’t worth another  $80 for me. But other may disagree."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on January 24, 2020",Amazing,5.0,"These are spectacular earbuds. I wish they were smaller and more discreet, however this is the price you pay for the amount of technology crammed into these bad boys. I'm no audiophile but the sound is amazing. Crisp, clear highs, uninterrupted mids, and bass big enough to bounce to without killing your eardrums. The noise cancelling is pretty amazing. Obviously it is not on par with their over-ear XM3s, but for a set of earbuds, it is unexpectedly good, hence the 5 star rating. These are worth the money without question."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on May 18, 2020",Takes a bit to figure them out but every bit as good as the over the ear ones,5.0,"I own the over the ears ones and love them, but I take them everywhere with me and they can be a pain at the gym or in bed. So I decided to get the in the ear ones. I mainly love the noise cancellation feature. I was worried these wouldn't be as good. But after trying several of the buds it came with and fiddling around with the fit, I got them perfect. The software won't update all at once (not sure if this will change) so I had to go back in three times to get it to the latest version. I notice when they're synced to my phone, they sometimes cut out whereas when synced to my PC they dont. There's a lot of customization in the settings. I often turn off touch control so I can wear them to bed and set it so they automatically turn off once I take them out of my ears. You can also charge one and wear one."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on January 7, 2021",Very good!,5.0,"Very good noise cancellation for its size. Remember these have ANC so the noise cancellation adapts to your surroundings. You can block out all noise as well as augment the sounds around you, as in you can hear more Ambient noise. Voice calls are acceptable. I’m not quite sure how Sony can pack so much punch and in such a small package but these earbuds sound excellent (for non-audiophile ears of course). Battery life is acceptable, and the charging case adds more than enough extra hours of listening time. Plus these have the Quick Charge feature! These earbuds are very easy to pair with any device, including NFC with my Sony NWA105 Walkman. I would give these earbuds a solid 5 if it weren’t for the fact that the fit is not as secure and tight as with a sports-dedicated earbud. They don’t feel as stuck to my ears as say the Powerbeats earbuds so if you like to listen to music while moving a lot (say running) and sweating then look elsewhere, you’re probably not listening to music that carefully anyway. The WF-1000XM3 sound so much better though and that is more important to me. If you are just working, sitting in your desk or walking around and need a pair of excellent sounding truly wireless earbuds then these are for you!"
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on May 25, 2020",Excellent earbuds for sound and noise cancellation,5.0,"These earbuds have very impressive sound and noise cancellation. I was afraid that the would easily fall out, but I've not had any fear of that happening.I came from a pair of Bose Soundsport, but they were starting to fall apart after a few years of use, which was disappointing for a premium product, and that I take great care of everything I own. The Sony's don't have as much bass oomf as the Bose's, but not by much, and can be easily adjustable wth the equalizer settings in the Sony Headphones Connect app. The sound clarity of the Sony's is better. Overall, the sound is excellent.Bluetooth connection is reliable, and the noise cancellation is very good, considering these are earbuds and not full size headphones with full ear covers.The only complaint I would have is the very large case, especially when in comparison to the Apple AirPods Pro, which also has wireless charging, something which the Sony lacks.Battery life is excellent, both the earbuds themselves, and the amount of charge packed into the case itself to recharge the earbuds."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on June 30, 2020",Good but not spectacular,4.0,"I have to honest upfront I wanted Klipsch, but unfortunately, they are really,,,,, slow at coming up with an app. So I opted for sony's.The case is flawed with a round bottom instead of flat ?? it has to lay on its side.It has dropped the signal while my phone was inches away on my desk. The charge cord is way too short.No wireless charge.No aptx.I like loud this unit seems to be limited or set as to volume output. The equalizer is ok nothing to get excited about.I guess I'm a little disappointed I researched truly wireless for a few days, sony seemed to be the choice of so many, industry leader, great sound, lightweight bla bla bla.I would say its the right choice above many others but sure would have liked to compare Klipsch and sony. I still may buy Klipsch and give these to my kids.6/7/20  there is an issue with youtube, drops often if you find the correct position don't move otherwise the signal flutters. Also, have an issue with volume up or down, I use the drop-down menu to switch the ambient sound to volume control but very clumsy to the touch you have to be spot on when touching the ear pads.8/8/20 still issues with signal dropping and the phone is in my hand ???? changed sound quality to priority on a stable connection still drops VERY ANNOYING.Don't buy, there should be no issues these phones have been on the market for 2 years. PAIN IN THE BUTT YOU JUST WANT TO RELAX ENJOY SOME TUNES AND ITS JUST CHOPPED UP MUSIC.8/11/20 returned for a refund today just too much dropping , will not repurchase I paid 248.00 in June and now in aug 298.00 .50 $ dollars more wth????????????"
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on January 5, 2021",Disappointing,1.0,"The second I tried these one I was extremely disappointed. These were my first pair of high end earbuds. I've have a 20 dollar pair that sound identical to these. The sound quality was good but was nowhere near worth what I paid for it. On the other hand, I didnt even notice that the noise cancelation was on until I checked the app. The battery was probably the worst thing about these. I used these for maybe 3 hours and I got to 20 percent and they got really warm in my ear and it felt uncomfortable. The earbuds kept falling out and none of the tips fit my ears. I returned them because I was extremely disappointed. If they are under $100 than it's a considerable option but anything over that is a no from me."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on October 31, 2020",Consistently disappointing,4.0,"Total crap. I’m consistently disappointed when I use these. Heavy, ackward and very uncomfortable despite all the insert options. Constantly losing connection to phone. The ambient sound control has to be one of the most annoying features ever designed. The earphones constantly emit a loud beep whenever you move from place to place and then a voice comes on and says “ambient sound control on”. Every step!  Can you turn this beep off? Sony says you can but I haven’t been able to.Don’t waste your money on these overpriced, underperforming garbage heaps. Sony for the loss."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on December 14, 2020",THESE ARE NOT MULTIPOINT HEADPHONES,2.0,"loved the quality and the soundloved the caselove that they do not fall offdid not like that my PC cannot use them to make calls, so while I am playing music on my Iphone these headphones are not able to make calls ,so buyers beware: the earbuds as much as l like them are not for me , I work in a noisy office and I am on the phone on and off 40 times an hour, so they are going back to Amazon for a refund. Totally missleading specifications on these, they are not compatible with multiple Bluetooth simultaneous devices, period."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on October 20, 2020","Truly disappointed, not worth the investment",1.0,What in the world are these!!!Quality is great. But batteries die after 2 hours.Mpow wireless last way longer around 7 hoursAnyway ran a emf test on this sony's and  its okkay.  Minimal radiation  probably best not to wear for a long time. You wont have to worry though the battery is trash.
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on October 18, 2020",Annoying software,3.0,"I bought these for their noise cancelation.  The software is annoying.  The noise cancellation changes upon context, walking, sitting, riding a bike.  When the earbuds sense a change, the sound cuts out and new noise adaption parameters are used/or need to be set.  This is not possible if you are riding a bike.  I eventually just shut off all the adaptive noise parameters.The batteries last for about 4 hours, I would prefer 8.  I like my older earbuds better that had a wire around the back but larger batteries.I am using an iPhone and iPad, each time I want switch between the two I need go into the blue tooth settings.  The software for my Bose headphones is much better in this respect (all done automatically).I like the headphones because they are reasonably compact, they fit in my pocket and I can carry them everywhere.  The sound quality is good."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on July 30, 2020","Kept falling off,returned the same day",3.0,"I really liked the quality of it but I couldnt even walk with these,they kept falling off.I tried all caps,was looking into caps that holds better like bose's and couldnt find it so I just returned it.The weight of it is just too much if you dont have the right ear shape.Compared to xm3 over the head,the noise cancellation was half way of it."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on April 1, 2020",Compared them with Airpod Pros,4.0,"Sony- Looks and feels more premium- Compatible with Android ( I have a Pixel)- Sound quality is better- Earbuds noticeably heavier- Needs to be pushed into your ear firmly (hurt my ears).  Also fell out of my ears a couple of times.- ANC disabled during phone callsApple- ANC is  ~40% better- Much lighter and comfortable(subjective)- Case can wireless charge (but wired requires apples charging cable)- No official software with android. (Out of the box, the earbuds allow you to control ANC, pause/play, Next song, Previous song - which was what I wanted anyways)- Looks and feels cheaper, in comparison to the Sony's.I went with Apple because they were much more comfortable for me."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on August 8, 2020",Expensive but worth it.,5.0,"I bought the cheaper model of this previously, and was not happy with no customization.These earbuds sound great, as a musician and sound mixer. The EQ and added ""clear bass"" slider lets you tune the sound to your preference. The drivers sound like they can handle the wide frequency range and I don't hear any distortion when bringing the EQ sliders to extremes.The noise cancellation and ambient sound are added bonuses. It's great being able to use earbuds and have conversations with others without needed to take one or both out. The noise cancellation really quiets things down when working in a noisy environment.The only downside I can say is that they sometimes bug out when you take them out of their case and pair them to your phone. It doesn't happen every time, but it's enough that it's noticeable. I feel like this can be an issue with any bluetooth device, so this is unavoidable unless you are constantly keeping your bluetooth device paired."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on February 18, 2021",Excellent.,5.0,"Apple’s EarPods were such disappointments, I had to find something new and this came up. I wasn’t sure because of the bulky part of the earbuds looked uncomfortable, but it’s much better than apple’s. The soft in ear rubber doesn’t hurt my ears and it fits me better than AirPods. The noise canceling is pretty excellent too! the only thing I don’t like about it is the led lights. Not sure why it’s so big .. it flashes and i don’t really like it. but just a design flaw. doesn’t effect the product’s ability."
